,text,label_s,label_f,label_h
819,sabse bada fan hu salman bhai aap ka,0,0,0
820,rfta rfta dakho akh mari kadi h akh jisa lgi mera samna vo khda h i love you salman ji,0,0,0
821,bas bhai  ke lag rahe aap to ,0,1,0
822,hello sir kaise ho plz reply tou de dou aaj plz sir,1,1,0
823,sir orissa pe kavi aao naplz,1,1,0
824,jaldi btao bhai jaan,1,0,0
825,bhaijan kolkata ka har log readyup ekbar kolkatame aajao,1,1,0
826,aslma alikum bhai jaan,0,0,0
827,ye sabka record todne wali he,0,1,0
828,bollywood king my bro salman khan,0,0,0
829,bajrangi bhaijaan sab record todegi salman bhai jiii,0,0,0
830,salman aapse milne ke liye hume kya kare,0,1,0
831,bhai jaan apse ek request tha ek baar apki koi dance functions me dance karne ka moka dete toh ye jindegi ki sabse bada dream pura ho jata,0,0,1
832,lov u sallu bhai,0,0,0
833,ramzan me sabki madad karte ho aap isiliye vo aaye the,0,1,0
834, cr kamati ab ,1,1,0
835,tayyar ho gaye kab se ab jaldi aao,1,1,0
836,salman ji hm jarur dekhenge aaj aapka teaser and th july in cinema bajrangi bhaijaanlove you salman ji,0,1,0
837,han bhai aaj raat party to bnti h,1,1,0
838,kuchh reply to dijiye salmaan bhai abhi fauran,1,1,0
839,ha bhai kab se tyaaar hai patiy ke liye,1,1,0
840,eid ke bina salman khan ki movie flopakshay kumar ki movie chahe jab release ho hit hoti hai,0,1,0
841,yessss my cuteee salman,0,1,0
842,salman bhai aap cinta mat karo apki movie ham hit kare ge,0,0,0
843,bhai plzzzzz apni movie  ramzan ko release na kiya kro its my request q k ramzan ki  v rat holy night  ko shbe kadr hoti he sare muslman ibadat krty he ap b muslim ho na #beingsalmankhan #bbthiseid #aajkiparty #bajrangibhaijan,1,0,0
844,iftar party mere taraf se aajao,1,0,0
845,aap log bahot amir he aapke liye party karna aam baat he par un logo ka kya jo aapna ilaj bhi nahi karva sakhte jese ke meri friend use apki help chahiye aor aap party kar rahe he aap uski khuch madad karde pliz,1,1,0
846,eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,0,0,0
847,are salman sir agar mere coment ko padhma to plzzz ek bar reply karna,1,1,0
848,kya yar kuch muslim bhai salman bhai se q naraz ho rahe ho salman bhai acha insan he,0,0,0
849,pehle roze to rkh le fir eid manana,1,0,0
850,bilkul kab se net pe search kar rahe he aapke gaano k liye bajrangi bhaijaan ,1,1,0
851,kyu nahi ap eid per ap bolaye or hum na aye hum jaror aye g,1,1,0
852,kaum ke gaddaro ke sath parti nahi krte hum,0,0,0
853,salman ki diwaniya muj se ek baar chat krlo plzz,1,1,0
854,sory main nhe aasg t main pakistan main ho,1,0,0
855,movie flop ham sab ke tarfse aap ko bhai mmubarak,0,1,0
856,mjh say bat karo na sweeeto  ber bus  ber,1,1,0
857,yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai,1,1,0
858,no waypura ek mahina ramzan ki ibadat k baad eid mey aisi movie kon dekhega jaha hanuman chalisa padhaa ja raha ho,1,1,0
859,rjv vv ready ho bhai aaj ki party ke liye,1,1,0
860,main to nahi ye movie dekhuga salman ki har ek movie dekhi but ye nahi dekhuga,0,0,0
861,koi bhi larki fedda ho jaiga app ka upar dekhna app,1,1,0
862,ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,1,1,0
863,big brother party de or ye chota bhai party me nhi aae aase ho skta hai kya kbhi #salu bhai bajrangi bhaijan ,1,0,0
864,bhai hamara naseeb kha hum aapke sath party kar sake,1,0,0
865,nar ja kutte,0,0,0
866,ap riyel salmankan hai to sun no ke pahele ye socho ke msalman hai ke nahi hai to akhirat ki fika kar,1,1,0
867,lovly sallu bhaijine,0,0,0
868,bhai iftaar farty hai kya,1,0,0
869,kis khushi me tyar hojae bhai shadi ki party dere ho,1,1,0
870,yrr ap bhi kiss ke movie dekhne jaoge jab is ne he bol diya ki mere movies musalmano ke bina bhi chalte hn,1,1,0
871,aaj ki party bhai k taraf se,1,1,0
872,kiski party bewakoof badtameez,0,1,1
873,salman ab hindu bangya he bhayoo koi movie dhkhne nhi jaaye,0,1,0
874,ek dum tayyar,0,0,0
875,bhaio ye khabar afwah he muslims ko challenge karne wale,1,0,0
876,super duper flopinshallah nich hai salman khan tu,0,1,0
877,hm toh taiyar bs apke tasrif rakhne ki deri h,1,1,0
878,tumsalahindu,0,1,0
879,is kutte ki filam dekhne koi bhi schha muslim nhi jayega,0,1,0
880,haaa bhai hoooo gyi party aaj ki,1,1,0
881,aaja bhan k loda apna baap sa baat kr tare maa ka maru bhoxda sala cutta,0,0,0
882,ma teyar houn jnb,1,0,0
883,teri party tere baab ko de na layak,0,1,0
884,tanik kaisen ho,1,0,0
885,mere kuch samaj mai nhi aara m kya kari hoon,1,1,0
886,khan bole tho salman khan  dil tadap ra bhaijaan ke liye,0,0,0
887,bhai apne bola air maine comment maar diaeid mubarak ho,1,1,0
888,uski party kisey hona bhai,1,1,0
889,pak mei kb hogi party with salman ,1,1,0
890,salman bhai es songs ko movie me bhi dalo plz,1,1,0
891,salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,0,1,0
892,kise khushi main party de hai aap ne apne kaha tha aap sare comment padhte ho to ek reply to banta hai,1,1,0
893,ha bhai party kaha h kon si jagha per kiya timing h party ki or kon kon aa raha h party me,1,0,0
894,bhai song utna acha ni tha jitna socha tha but nyc song,1,0,0
895,sala kutta tera movi kon dekhe ga harami,0,1,0
896,salman bhai ji ko namastey salaamye eid apki superhit hojai bajrangbali,0,1,0
897,very very very very very nice,0,0,0
898,eid mubarak bajrangi bhijaan,0,1,0
899,lov you salman,0,1,0
900,yes bhai boleto fadu song,0,1,0
901,bhai im so sad mje yh song site pe nhe mil rhamai kese sunu yh sng,0,0,0
902,osm party salman bhai apka gift,0,1,0
903,koi bhi musalman is ki picture nahi dekhna,0,1,0
904,mast h bhai ek no,0,1,0
905,ek baat apki achchi nhi lgi #salman_bhai meko pta h ap bzy h bt vo baat apko pta nhi chl paegi jab tak ap meko cntct nhi krenge m apni baat v clear nhi kr paunga,0,1,0
906,ramzaan aur eid bahut bahut mubarak ho i love u,0,1,0
907,ye to janab kehte hai ke bena musalmano ke film hit karwakar dekhai ge,1,1,0
908,ramadan mubarak salu bhi,1,1,0
909,lubbbbb uuuu sallllluuuu,0,0,0
910,isski film allah kare flop ho aur age jo bnayega wo sab flop ho aur hogi tujhe kiya pata slman musalman ki dua ki kiya taseer hoti hai,0,1,0
911,u jahanami    hate u   waqt hai sudhr jao   ,0,1,0
912,nice bajrangi bhai ,0,1,0
913,sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,1,1,0
914,allah ke nam ki behurmati ki tune salman,0,1,0
915,kala dajjal hai salman khan,0,1,0
916,jai jai bajrang bali sallu bhai ek number,0,1,0
917,shandar song hai,0,0,0
918,allah ap ko apna haveza aman ma rakha,0,1,0
919,bhai ki chalati he isliye achhe accho ki jalti he,0,0,0
920,i love u salman vaii always like u vaijankhuda hamesha apki saath rahega,0,1,0
921,yes boss main toh apki film dekne keliye kis tara se behtab ho rahi hu bata nehi sakti ,0,1,0
922,salman ki band baj jani chahiye is baar,0,1,0
923,yas ye film koy bi math dekho bhajrang bhaijan uter flop hona ye film,0,1,0
924,oo salman sale ku bohat ghamand ayi musalmaano ku bola ki musalman koy bi nahi dekhe tho bi chalegi meri film bolke bola,0,1,0
925,isliye ye salman kutte film koy musalman math dekho,0,1,0
926,sllam bhai jaan eidmubarakh,1,0,0
927,har saal eid me ana dhoom machake jana,0,1,0
928,nice bhai mai jarur aaunga,0,1,0
929,yhe special song  eid yhe party meri taraf se,0,1,0
930,bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,0,1,0
931,aliya zain ko kisi ne dekha h kya ,1,1,0
932,slman kya tm waqai musalman ho agr ho tu muslmano ke naam pr dhbba ho,0,1,0
933,yes yes yes aap log sahi bolre ho,0,1,0
934,dektha hun kaise release karega movie,0,0,0
935,chup baith zaleel tu musalman nahi hai aur tu ek ctiya hai madad,0,1,0
936,iski ma chod do salman ki,0,1,0
937,sala musalman ke naam par kalank hai ye sale tune muslim ke liye kiya hi kya hai or jo kar raha hai tu us se bhi jal raha hai,0,1,0
938,kutty sharam tou hai nhi tujh mai zalill insaan,0,1,0
939,enka koi eman dharm nahi hai,0,1,0
940,bhosdiwalo bhai ke khilaf kuch galt mat bolo tumhari life jhand krdunga me mc harami log,0,1,0
941,tum kafar ho,0,1,0
942,salo yha kyu apni maiya thukwa rahe ho sale chutiye bhaag jao ni to gand paad dunga,0,1,0
943,tume ka firalha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,0,1,0
944,ye bhosdiwale bhagne vale nhi bc mc harami sale suwar ki olad,0,1,0
945,eid ki party kahape milu bhai,1,0,0
946,bohat acha song h bhai jaan aap bohat jyda smart ho,0,0,0
947,bhaijan eid mubarak,1,0,0
948,thnks alot sallu,0,1,0
949,chor hai madarchod salman,0,1,0
950,koi nhe dekhega es tere mivie,0,0,0
951,hindu muslim ke naam pe paisa kama raha hai salman khan shame,0,1,0
952,bhai eid ka gift nhi doge,1,1,1
953,agar sachhe muslman ho to eid ke din is kutte ki film mat dekhna,0,0,0
954,yehi sahi waqt hai jab hamara imaan azmaaya jayega,1,1,0
955,kafir ki aulad mai teri movi nhi dekhunga,0,1,0
956,waise bhi bete hm bs yaha ana bs kam kiye hai warna hm aksar yahi raha karte the,1,1,0
957,salman bhai mujhe bhi aana hai,1,1,0
958,wise tu boli nai ki hai kaha se,1,1,0
959,aap ka bhi insaf honga yaha nahi to waha honga  inshallha,1,1,0
960,sandhya slman bat nai karega,1,1,0
961,alisha sallu hat ni aane vala the sapne dekhna band karo,1,1,0
962,or me bhi indian hu kon hota he ye jo musalman ko gali de or khud ko musalman kehta he jaheel,0,1,0
963,yeh chutye ko leker jaker bathroom mein bandh karo re,0,1,0
964,sallu is bst,0,1,0
965,taiyar hai bhai jan,0,1,0
966,salman muzhe mere sawal ka jawab cahiye hum nich to tu kon akher tu bhi muslim h na most reply,0,1,0
967,nich musalman kis ko bola pehle apne aap ko dekh tu aaj jaha par hai un musamano ki vajah se hai samgahamko dhamki deta hai kon dekhna chahega ye sadi movie,0,0,0
968,weat karna padega,1,1,0
969,ap sache wale being human ho bus apki yahi bt sabse alag hap surat se kuch jada smart nhi pr dil se ess pure bollywood m sundar hosaf pakk dil h apke pass jo etni dou,0,0,0
970,agar ek muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi pahale unku dawath do jo us darinda ko support kartha ho kaho ki islam kya,0,1,0
971,bahut pyaar h aap nhi samjhoge,0,1,0
972,abhi easvariya ka bhut utra hi ni he to tumko kaha se milega,1,1,0
973,tu dil hai tu jaan haimera salman hai,0,1,0
974,o ja gashti k bachey musalman ho k hindu bna hai lanat tere pe,0,1,0
975,teri party tujhe hi mubarak humare liye allah hi kaafi h,1,1,0
976,mai chahthi hu kya ki bajrangi bhaijaan film flap hona pukka,0,0,0
977,bajarangi film flop hogiii salman ki maaa bahen hoo gii saaaalaaaa chotiya,0,1,0
978,aabki baat cr par bajrangi bhaijaan  y ,0,0,0
979,awsome song bhaijan,0,1,0
980,yes  lv u sallu bhaijaan,0,0,0
981,sir ji apni kise s wada keya hi,1,1,0
982,lanat ho bajrangi shaitan par lanti slman,0,0,0
983,hume bhi party chahiye,1,0,0
984,flop movie kutta salman,0,1,0
985,yes im ready u luk so handsome bhagwaan aapko buri nazar se bachaaye,0,1,0
986,salman tujhe to alha ka brkt h jo tme kharab bole uske ghrme jurjate h   thats means haram khor ka khandan   ok,0,1,0
987,eid kab hain jis din salman ki filim release hoti hai,1,1,0
988,voh toh haiiiiii,1,1,1
989,ied mubarak ho salmaan gkhuda se dua hai aapki ye movie bhi badi hit ho aapki last movis ki tarah,0,1,0
990,apki movie me sbko bolna hai jai siya ram tab eed manegi acchi,1,1,0
991,bhai jaan jaisa koi nhi mai super man bhai jaan ka fan,0,0,0
992,eid ke din salman apni maiya chudae,0,1,0
993,sabki jaan salman khan,0,0,0
994,nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h,0,1,0
995,ha bhai salam,1,1,0
996,my sallu bro always mindblowing salam sallu bhai,0,0,0
997,iss bar eid ki party bhai ki tarf se,1,0,0
998,m aapko mis kar rha bhaiya kab aayega big boss plz reply karna,1,0,0
999,salman khan teri film flop jayegi tu musalman nhi h tu kafir h,0,1,0
1000,dont wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge,0,1,0
1001,amazngggggg bhaijaan love uuuuh koi kuch ke le mai toh  st day  show jaunga,0,0,0
1002,salman khan ek achhe enshan hai mere bhai hai,0,1,0
1003,ab kis baat bheek mang rha rha hath faila kr eid pr,0,0,0
1004,eid mubarak bhaijaan in advance,1,1,0
1005,party to tab hogi jab life mein pretty hogi and pretty life hogi and pretty hi my beloved wife hogi,1,1,0
1006,kamina salman yehi bolna chare ho na maqsood bhai,1,0,0
1007,pirty toh aap k sath karni thi boss,1,1,0
1008,ramzaan or eid mubbark ho salman bhai  mai aap ka wait,0,1,0
1009,hum to hamesa tayaar rehte hainbas aapki aane ki deri hoti hai  ,1,1,0
1010,oui salman khan,1,1,0
1011,aap kavi hamare orissa me to aao,1,1,0
1012,salman bhai main apka bahut bada fan hu mujhe apki bahut pasand aata hain,0,0,0
1013,i love u saiman ji main apka bohat bada fan hon sir mujhe aap par pora brosha hai aap mujhe back msg karo ge main aap se jab melunga na main apko acting dekhaoonga,0,0,0
1014,sallu bhai ilove you,0,1,0
1015,bhai tyohaar to bhai ka hai tou wo humara hua na,1,0,0
1016,salman tum baishram ho pahlai nam ka matlab janlo pir samjo gai,0,1,0
1017,warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch dino baad hai,1,1,0
1018,sir me apka big big fan hu mujy apse call pe bt karni hai ek bar sir mera contact num  skype id abdulrehman plzzzz contact meabdulrehmansahabto,1,1,0
1019,bhai logo sbse bda dharm insaniyat usko follow karo,1,0,0
1020,iss bar bjp ka kutta muslim pe dhabba aanne wala hai eid k din jaha b ye kutta aayega jute mar k bhagao sale k ghar me ghusu,0,0,0
1021,ye koun kutta bola,0,0,0
1022,yahi to sab log chahte hain ki hum lade aur tum log vohi kr rhe ho,1,1,0
1023,ashu singh tu kya janta hai,1,1,0
1024,ashu yar bs kro  ,1,1,0
1025,pkagar bhagwan ko pujne ke liye ek chhoti si murti ki jarurat ni hai to tum bahanchod hizdo ko itne bade maszid ki kya jarurat hoti hai dhile land ki paidaisho,0,1,0
1026,abdul raheem bhai iske nhi samajh aayga mu bhat hai sala maners to hai hi nhi isme isko samjhan khde ke aage been bajana hai,0,1,0
1027,ashu sing tumhari saat howa hoga tum logo ka mandira mai haaaaaaaaa,1,1,0
1028,bhupender panwar ab tum mojsai q poch rahai ho ka mai kon ho,1,0,0
1029,yar ashu tm had par kr rhe ho plz bs kr yr  itna nonsense mt bolo,0,1,0
1030,ashu singh tumhari baat hamai samag nahi arahi,1,1,0
1031,abhi tak to bada dum tha tum logo ke laudo me achanak se dhile ho gaye,0,1,0
1032, bhupendra panwartu pakistan kyu ni chala jata  saal k liye,1,0,0
1033,abey pakistaan ja kutte teri to hindi bhi sahi ni hai,0,1,0
1034,aur har bhade ke tattuo se comment karwane wala har salman khan musalmaan hota hai,0,1,0
1035,to tera matlb har bura kam karne vala aadmi musalman hota h great thinking h bhai my midle finger salute u,0,1,0
1036,aur jo chup chup ke bole chala jay vo hi asli hijde ki aulad hota hai ashu kutt,0,1,0
1037,sonya khan ek hijda musalmaan hai isey apna gender ni pata,0,1,0
1038,sonya tum ladka ho ya ldki jaldi btao ek kam h tum se,1,1,0
1039,musalmaan kabhi aage se vaar ni karta hamesha hijdo ki tarah pichhe se vaar karta hai pakistan ko hi dekh lo muslim hijdo ka desh hahahahahahaha,0,1,0
1040,bhupender panwar hijda musalmaan hai,0,1,0
1041,bhupender bro sahi keh rhe ho isse bada chtiya mene apni zindagi mai nhi dekha yahi hai chutiya no,0,1,1
1042,advenced idd mubarak,1,1,0
1043,aaj ki parti salman bhai ki eid ki parti,1,1,0
1044,uske baad last mai apne liye kuch lelungi,1,1,0
1045,gracy singh or salaman khan jodi ek sath dekhana chahata hu,1,0,0
1046,aur sab kaisa chalra hai,1,0,0
1047,love uuuu shalluuuu,0,1,0
1048,i hate bajarngi bhai jaan  salman,0,0,0
1049,tum mere jaan ho bhai plz  bar call ya msg tu h to bola tha like ya comment karo tum padty ho na ,0,1,0
1050,a harami hai iski bhadwa ki mov mat dekna,0,1,0
1051,kisi ko harami kahne se pahle apne bare me soco,1,1,0
1052,salman khan bajrangi kutta maa ka lauda bhenchod,0,0,0
1053,i think vai app padhtey hongey plzz mai appse milna chata hu,1,1,0
1054,koi mere se zyada bda sallu ka fan hai to to lagatar iss film k pahle show dekhega koi hai to add me,1,1,0
1055,akhir show me apko kitne din tak dekte rahungi ,1,0,0
1056,bhai is kutte ki film mat dekho kyu apna paisa haram jagah le jaa rahe ho,0,0,0
1057,hanji paji tiaar aa jooba,1,1,0
1058,bhai mujhe aapke sath acting karni hai main bhai aapke ghar ka kaam bhi kar doonga bhai mujhko mumbai le chalo bhai bhai plz bhai,1,1,0
1059,tumne muje msg kya tha plz batao please,1,1,0
1060,pure bachio ki jaan lena hai kya aise pics dekha k,1,1,0
1061,main ye pic dekhne ke liye taiyar hu salman bhai,1,1,0
1062,salmaan sr aap ne khud kaha k aap hr cmments khud read krte ho so kabhi reply ku nahi krte,1,1,0
1063,love uuu shallluuuuu,0,1,0
1064,m sallu ko etna love krta hu jisko nap ne k liye avi tk kuch ni bna,0,1,0
1065,maat dekho salman ke bajrange bhai jaan movies   salman khan is not a muslim he is a hindu becous allah sey saab se baa gunaa hain shirk to salman kahn shirk kar raha hain  kuran ka farman haain saab se bara gunaa shirk hain,0,1,0
1066,hum ka bole is kamine salman ke bare me bolna to bahut kuch hai i heat salman khan,0,1,0
1067,apko salman bhai ki kasam mujhe add kijiya,1,0,0
1068,meri bhai jaan salman khan ilove you,0,1,0
1069,bhai mae tho tayar hae,0,1,0
1070,bhai mai tu kabse tayyar sath me eid manege bhai roza the aj,1,1,0
1071,kya kare ho,1,0,0
1072,itni saari qurbani dene k baad fir bhi mai galat hoon,1,1,0
1073,tumne bhi kabhi saath nhi diyaa to mai akhir galat ho he gai cograss,1,1,0
1074,jaise tum apne waade k pakke ho waise mai bhi apne waade ki pakki hoon,1,1,0
1075,aslamo alaikum bhai,1,1,0
1076,very dhamaka song pichli baar jumme ki raat iss baar party ki raat wowparty aapki taraf se iss party mehi kick hai,0,1,0
1077,isna muslim ko chalang kiya ha iska movie koi mat dekhna agr tum sab muslim hoga to nhi dekho ge,0,0,1
1078,sallu bhai rocks,0,0,0
1079,bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko ramzan ap sub ko mubarak ho saad khan pakistan karachi ,0,1,0
1080,bhai boht acha hy bus aj ki jagah pr eid hona chahye thaeid ki prty meri trafcse jai hoooo bhaii,0,1,0
1081,bahut bahut badhai ho bhai jaan aapki aane wali flim me hum logo ka sabka subh kamnayehe,0,1,0
1082,mai salmaan bhai ka bahot bada fan hoon ,0,0,0
1083,tayyr hai sllu bhaijaan,1,1,0
1084,sem u bhai,1,1,0
1085,nice song aaj ki patry meri tarf se,0,1,0
1086,insaallah ye sare record torogi,0,1,0
1087,apko bhi mubarak,0,0,0
1088,ab apko nice gud handsome etc bolke kya faidaei sab bohot chota word hai ap k liyeap mera fav actres ho pls cl me on this nmbragar ho sake topls,0,1,0
1089,koi pasand ni karta teri film ko or band kar ye tamasa,0,1,0
1090,salman kaha good film bajrahgi bhaijaan oldbasyt walkam,0,1,0
1091,aba es photographer sa achi photo to ma khich la ta hu sala q tera  maru ga chitiya sa la tera baap ko ati hai photography ,0,0,0
1092,advance mai eid mobarak bhai,1,1,0
1093,salman khan am exited  ur nw film #bajrangi #bhaijan ,0,0,0
1094,gulmira ne kya likha h   ,1,1,0
1095,salaam bhai aap ye accha kaam nahi karre,0,1,0
1096,bhai tumhara ghar or ghar ke share log islaam ke naam par kaala dhappa ho islaam se judi koi bat nahi he tumain,0,1,0
1097,kye hal han salman bai,1,1,0
1098,khuni saale chal jail ja,0,1,0
1099,eid musalmaan ki hoti hai,1,1,0
1100,hi salman bajrangi bhaijan,1,1,0
1101,bhai party ke liye abke sab frnd tayar hain,1,1,0
1102,party kha pai hoygi bhai,1,0,0
1103,allah kare is khabis ki movie flop ho,0,1,0
1104,eid mubark ho bhai jaan advance mai its emerjancy plz,1,1,0
1105,hamaare duvaa aapke saath he bhijaan ham aapke leye kuch bhe kr sakte he,0,0,0
1106,aaj ki party bhai ke taraf se,1,1,0
1107,film release bhi hogiapki taraf se party bhi hogior aapki zholi bhi bhar jayegitension nahi lene ka bhai hum sab aap k sath haiwish you all the best,0,1,0
1108,salman bhai ap mujhe bhot pasand ho,0,0,0
1109,dukkar h salman suwar kahi ka,0,0,0
1110,mr salman ajkal aap k setare gardish mai aapko sarf  hazar comment aate hai oh ho,0,1,0
1111,bhai jan kya baaaat haiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,1,0
1112,aaj ki iftar party meri taraf se invition hai bhaijan apko pure pariwar ke sath,1,1,0
1113,party with salman  bebo kon miss krega,1,1,0
1114,wah bhai wah,0,0,0
1115,bole to ekdum hit apne sallu bhai ki picture jhakaaas,0,0,0
1116,yaar bhai jaisa to aur koi paida hi nahi ho sakta i love you bhai,0,1,0
1117,hi salman vai eid mubarak,1,1,0
1118,apki bht bht bht bht bari fan hon pakistan se,0,0,0
1119,kya ye dawat garib or yateemo k liye bhi hai,1,1,0
1120, lwayz ready  uh salman sir,1,1,0
1121,yaaahi bhut bari party he ap ki taraaaf se,1,0,0
1122,eid mumbar ho aap ko,1,0,0
1123,aaj ki party meri taraf se salman bhai,1,1,0
1124,vry vry beautiful song ,0,1,0
1125,selfie le beta jb marjage jb qaber m jage tb allah tje dakhega ghtya h tm really,0,0,0
1126,bhai ied mubaraq,1,0,0
1127,bohot accha hai  aaj ki party mari taraf se   sab ko bolo utre flak se  nice,0,1,0
1128,kaise hai bhai aap achha rhiyega to hum v rhenge vrna aap jante hai,1,0,0
1129,jo b ho par main aap se bhuuuuuut pyaar karty ho salman,0,1,0
1130,salman khan teri maa ki chuth aur teri bahan ki chood,0,1,0
1131,yeh kaun boodeh ke peechhe padi hai bina makeup ke dekhle bhaag jaogi,0,1,0
1132,bhai aapki movie hum hit karenge koi kare ya nare,0,0,0
1133,bhaijan eid mubarak aap ko pyaar karty ho,0,1,0
1134,bhaijan tumara fon nombar chaie do na eid mubarak bolne ka,0,1,0
1135,salam lekum bhai jaan ramdan mubarak ho aap ko,0,1,0
1136,awa ge jaroor,1,0,0
1137,chicken song iw awesome bhai,0,1,0
1138,kyun bhai aj kyun nahi kal kare so aaj kar,1,1,0
1139,wowwwwww omg aaj kyu nahi love u salman,0,1,0
1140,kay baat hai bhai jaan,0,0,0
1141,main to ab jaa hi nhi rha aur khin kal tkyhi rahunga,1,1,0
1142,hum intazar karenge,1,0,0
1143,salllu tumhe pta bhi h ki tum iss red pathani kurte me kya jabardast lag rahe hokoi bhi ladki mar jaaye tumhare liye toummmmaaahhhh,0,1,0
1144,aap ki eid ki party me hum ainge bhai,0,0,0
1145,lov ew xo much salman,0,1,0
1146,han bhaijaan jaisa aap kahobest of luck for bajrangi bhai,0,1,0
1147,super cool cool bro,0,1,0
1148,super jodi kreena sallu,0,0,0
1149,oh my god  i cnt belive ill be thrpls be my frnd salman,0,1,0
1150,super duper hit hai bhai ,0,1,0
1151,teri maa ka,0,1,0
1152,nice pic bajarangi bhaiya,0,1,0
1153,iam waiting salman bhai,1,1,0
1154,vadiaa veer ji,1,1,0
1155,i dont like salman khan madharchod randy ka ladka harami kafir,0,0,0
1156,aadab salman ji,1,0,0
1157,sure i ll  ko kya me toh  ko hi facebook me rahungi,1,0,0
1158,abe chutiye kabhi namaz bhi pad liya kar,0,1,0
1159,salman mere jaan muuuhhhhhhaaa,0,1,0
1160,goodluck for bajarangi bhaijaan,0,1,0
1161,musalman log khilaaf hogaye iske saari ijjat dho dega kya is pic mei,0,1,0
1162,theek hai mujhe to lagta hai main ye film dekh chuuka hu sabhi loog iss film ko apne aap se relate karenge,1,1,0
1163,salman bhaijaan eid mubarak aapko ho,1,1,0
1164,aap sabki madad karte he meri friend ki help kar dije pliz,1,0,0
1165,salman ab tak to hum aapke bohut bade fan the lekin ab nahi kyon k aapne musalmaan bhaiyon ka bohut dil dukhaya hai i hate u,0,1,0
1166,assalamu alykum bhaijaan eid mubarak ho bhai or aap bahut ache insaan ho good luck,0,1,0
1167,welcome bajrangibhai jaansuperhit moviewelcome fance partysuperrduperbestvery nicebajarangi bhai bajarangi bhai bajarangi bhaihithithitsuper actoractressbajrangibhaikareena best watch movie lateridulfittarwithsallukareena bajarangi bhai jaan superstar,0,0,0
1168,selfie le lo bhai ke saath,1,1,0
1169,salman khan sir koi kuch b bole hume koi frk nhi pdta ye sb ek chal he kisiki bt i lv u sr god bless u hm to dekhege movie or dikhayege b #bbthiseid becouse ye mere salman sir ki movie ka swal hai,0,1,0
1170,bhaijaan sultan m negtive role kiska h,1,1,0
1171,salman bhaijan eid mobarak,1,0,0
1172,awxom actor sallu bro,0,1,0
1173,salman bhai aap ke khilaf kya horaha hai,0,1,0
1174,we love u very much bhaijann  bollywood ke sann india ke jaan sub ke bhaijaan salman khan   ,0,1,0
1175,bhai musalman hone ka to faraz nibha deta brother,0,1,0
1176,nic song  bhi jan,0,1,0
1177,bhosrdi k kya bolta hai musalmaan nich hai,0,0,0
1178,kute begherat khabees benamos kafir k bache teri itni himat,0,1,0
1179,ji salman bhaibilqul rhengeaapke liye   ,0,0,0
1180,mere bhai jaan nhi ho ap mere to super star ho ap,0,1,0
1181,salman khan rock ,0,0,0
1182,m musalman ladki se shadi krna chata hu mare age  hai  plz col me shadi pka karuga ok plz col me,1,1,0
1183,jai shri ram jai shri ram,0,1,0
1184,mene kia qusor kia he salman g jo mjh se bat nai kerte reply nai kerte,1,1,0
1185,m musalman ladki se shadi krna chahta hu mare age  hai plz col me only ladki  from  hp ,1,1,0
1186,kyu aisa kya salman bhai,1,0,0
1187,bhai jaan nice,0,1,0
1188,koi kuch bhe khe ap hit ho,0,1,0
1189,bus ek sawal ka jawad dijye aap mujhse kab milenge,1,0,0
1190,bajrangi bhaijaan  par karega yeh mere wada hai,0,1,0
1191,bakwas actor ki bakwaas film,0,1,1
1192,masha allah kisi ke nazar na lage,0,1,0
1193,aap ki new film ka mein besabri se intzar kar raha hu please jab film release hogi to website post kar dena ta jo ham aap ki super duper hit film dowload kar sake,0,0,0
1194,okk bhai jaan ,1,1,0
1195,love yu bhai jaan     i like yu     i love yu bhai jaan      nice song so sweet handsome parsnalti,0,1,0
1196,abe ja be zhandu balm tere jaison keliye kon waqt nikalega,0,1,0
1197,kiya koi bata sakta hai india time  pm uk time kiya hota hai,1,1,0
1198,hamare sallu bhai h,1,0,0
1199,tum musalman nahi hi,0,1,0
1200,heard k sallu bhai ko musalmaano ki ab koi zarurath nahi rahi iz diz true,1,1,0
1201,jo sachcha musalman hoga vo iski movie nahi dekhega bhai kyu k isne muslamano ko chalange kiya hai so mai to nahi dekhunga jiski jo marzi bhai,0,0,0
1202,ok sallu miy,1,0,0
1203,bhaijaan muze aapke sath picture click karni hailove u bhaijaan,0,1,0
1204,assalamu alaikum bhaijan,1,0,0
